rank,pattern,area_ha,pct_nca,n_districts,n_upazilas,n_crops,fallow_slots,has_rice,has_legume,rabi,kharif1,kharif2,extra,source
132,Maize−Mungbean−T. Aman,4900,0.057,1,3,3,0,True,True,Maize,Mungbean,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
133,Mustard−Mungbean−T. Aman,4710,0.055,12,18,3,0,True,True,Mustard,Mungbean,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
134,Chickpea−Fallow−T. Aman,4700,0.055,12,32,2,1,True,True,Chickpea,Fallow,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
135,Grasspea−Boro−Fallow,4690,0.055,8,12,2,1,True,True,Grasspea,Boro,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
136,Coriander−Jute−T. Aman,4625,0.054,17,30,3,0,True,False,Coriander,Jute,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
137,Lentil−Aus−Fallow,4570,0.053,11,15,2,1,True,True,Lentil,Aus,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
138,Vegetable−Maize−T. Aman,4500,0.053,9,15,3,0,True,False,Vegetable,Maize,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
139,Garlic−Vegetable−Vegetable,4385,0.051,27,68,3,0,False,False,Garlic,Vegetable,Vegetable,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
140,Potato−Maize−Aus,4300,0.05,3,4,3,0,True,False,Potato,Maize,Aus,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
141,Onion−Aus−T. Aman,4260,0.05,17,26,3,0,True,False,Onion,Aus,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
142,Tobacco−Jute−Fallow,4050,0.047,4,8,2,1,False,False,Tobacco,Jute,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
143,Wheat−Jute−Blackgram,3910,0.046,7,9,3,0,False,True,Wheat,Jute,Blackgram,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
144,Wheat−Fallow−Fallow,3810,0.044,6,8,1,2,False,False,Wheat,Fallow,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
145,Wheat−Chilli−Fallow,3780,0.044,7,9,2,1,False,False,Wheat,Chilli,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
146,Maize−Maize−Fallow,3720,0.043,3,5,2,1,False,False,Maize,Maize,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
147,Wheat−Fallow−T. Aman (Orchard),3700,0.043,1,2,2,1,True,False,Wheat,Fallow,T. Aman (Orchard),,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
148,Garlic−Fallow−T. Aman,3680,0.043,31,59,2,1,True,False,Garlic,Fallow,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
149,Lentil−Sesame−Fallow,3680,0.043,15,20,2,1,False,True,Lentil,Sesame,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
150,Chilli−Boro−Jute,3600,0.042,2,3,3,0,True,False,Chilli,Boro,Jute,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
151,Maize−Fallow−Blackgram,3600,0.042,4,4,2,1,False,True,Maize,Fallow,Blackgram,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
152,Vegetable−Fallow−Blackgram,3525,0.041,16,33,2,1,False,True,Vegetable,Fallow,Blackgram,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
153,Fallow−B.Aus+B.Aman,3470,0.041,3,5,1,1,True,False,Fallow,B.Aus+B.Aman,B.Aus+B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
154,Sweet Potato−Jute−Fallow,3380,0.039,13,21,2,1,False,False,Sweet Potato,Jute,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
155,Mustard−Sesame−T. Aman,3360,0.039,12,15,3,0,True,False,Mustard,Sesame,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
156,Vegetable−Onion−Aus,3200,0.037,3,3,3,0,True,False,Vegetable,Onion,Aus,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
157,Tobacco−Aus−Fallow,3180,0.037,5,10,2,1,True,False,Tobacco,Aus,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
158,Coriander−Fallow−Fallow,3175,0.037,41,64,1,2,False,False,Coriander,Fallow,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
159,Potato−Boro−Aus−T. Aman,3140,0.037,5,9,4,0,True,False,Potato,Boro,Aus,T. Aman,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
160,Onion−Sesame−T. Aman,3080,0.036,4,6,3,0,True,False,Onion,Sesame,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
161,Maize−Maize−T. Aman,3070,0.036,6,8,3,0,True,False,Maize,Maize,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
162,Wheat−Maize−Fallow,3070,0.036,2,4,2,1,False,False,Wheat,Maize,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
163,Sesame−Fallow−Blackgram,3060,0.036,6,10,2,1,False,True,Sesame,Fallow,Blackgram,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
164,Maize−Aus−Vegetable,3000,0.035,3,4,3,0,True,False,Maize,Aus,Vegetable,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
165,Mustard−Boro−Jute,3000,0.035,5,7,3,0,True,False,Mustard,Boro,Jute,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
166,Mustard−Boro−Jute−T. Aman,2980,0.035,7,13,4,0,True,False,Mustard,Boro,Jute,T. Aman,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
167,Maize−Aus−T. Aman,2970,0.035,17,27,3,0,True,False,Maize,Aus,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
168,Lentil−Maize−T. Aman,2920,0.034,4,8,3,0,True,True,Lentil,Maize,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
169,Wheat−Mungbean−Fallow,2875,0.034,5,7,2,1,False,True,Wheat,Mungbean,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
170,Groundnut−B.Aman,2820,0.033,5,7,2,0,True,True,Groundnut,B.Aman,B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
171,Lentil−Fallow−Fallow(Orchard),2780,0.032,3,5,2,1,False,True,Lentil,Fallow,Fallow(Orchard),,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
172,Fallow−Sesame+B.Aman,2750,0.032,5,7,1,1,True,False,Fallow,Sesame+B.Aman,Sesame+B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
173,Potato−Groundnut−T. Aman,2720,0.032,3,5,3,0,True,True,Potato,Groundnut,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
174,Soybean−Fallow−Fallow,2710,0.032,3,4,1,2,False,True,Soybean,Fallow,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
175,Grasspea−Boro−B.Aman,2700,0.032,3,3,3,0,True,True,Grasspea,Boro,B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
176,Lentil−Vegetable−T. Aman,2660,0.031,11,11,3,0,True,True,Lentil,Vegetable,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
177,Vegetable−Groundnut−T. Aman,2660,0.031,4,5,3,0,True,True,Vegetable,Groundnut,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
178,Pea−B.Aman,2620,0.031,11,16,2,0,True,True,Pea,B.Aman,B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
179,Garlic−Mungbean−T. Aman,2500,0.029,1,2,3,0,True,True,Garlic,Mungbean,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
180,Garlic−Aus−T. Aman,2400,0.028,13,20,3,0,True,False,Garlic,Aus,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
181,Millet(Kaon)−Fallow−T. Aman,2390,0.028,6,6,2,1,True,False,Millet(Kaon),Fallow,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
182,Muskmelon−Fallow−T. Aman,2310,0.027,10,23,2,1,True,False,Muskmelon,Fallow,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
183,Potato−Aus−Fallow,2310,0.027,13,16,2,1,True,False,Potato,Aus,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
184,Tobacco−Boro−T. Aman,2300,0.027,3,4,3,0,True,False,Tobacco,Boro,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
185,Blackgram−Jute−Fallow,2295,0.027,12,16,2,1,False,True,Blackgram,Jute,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
186,Grasspea−Fallow−Fallow,2295,0.027,9,11,1,2,False,True,Grasspea,Fallow,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
187,Fallow−Fallow−T. Aman +Fish,2200,0.026,2,2,1,2,True,False,Fallow,Fallow,T. Aman +Fish,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
188,Potato−Maize−Vegetable,2190,0.026,4,4,3,0,False,False,Potato,Maize,Vegetable,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
189,Coriander−Fallow−T. Aman,2185,0.026,31,62,2,1,True,False,Coriander,Fallow,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
190,Vegetable−Maize−Fallow,2180,0.025,6,7,2,1,False,False,Vegetable,Maize,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
191,Potato−Boro−Jute−T. Aman,2160,0.025,4,5,4,0,True,False,Potato,Boro,Jute,T. Aman,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
192,Sweet Potato−Aus−T. Aman,2150,0.025,2,2,3,0,True,False,Sweet Potato,Aus,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
193,Wheat−Mung−Fallow(Orchard),2150,0.025,2,3,3,0,False,False,Wheat,Mung,Fallow(Orchard),,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
194,Onion−Sesame+B.Aman,2100,0.025,2,3,2,0,True,False,Onion,Sesame+B.Aman,Sesame+B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
195,Pea−Jute−Fallow,2100,0.025,10,15,2,1,False,True,Pea,Jute,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
196,Sunflower−Fallow−T. Aman,2100,0.025,7,23,2,1,True,False,Sunflower,Fallow,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
197,Coriander−Vegetable−Fallow,2090,0.024,20,29,2,1,False,False,Coriander,Vegetable,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
198,Potato−Chilli−Fallow,2070,0.024,10,17,2,1,False,False,Potato,Chilli,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
199,Potato−Sesame−T. Aman,2060,0.024,15,23,3,0,True,False,Potato,Sesame,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
200,Blackgram(Fodder)−Boro−B.Aman,2000,0.023,1,1,3,0,True,True,Blackgram(Fodder),Boro,B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
201,Wheat−Maize−Vegetable,2000,0.023,2,2,3,0,False,False,Wheat,Maize,Vegetable,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
202,Pea−Fallow−T. Aman,1950,0.023,18,27,2,1,True,True,Pea,Fallow,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
203,Potato−Sesame−Fallow,1930,0.023,6,10,2,1,False,False,Potato,Sesame,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
204,Blackgram−Jute−T. Aman,1900,0.022,11,14,3,0,True,True,Blackgram,Jute,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
205,Mustard−Aus−Blackgram,1900,0.022,2,2,3,0,True,True,Mustard,Aus,Blackgram,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
206,Mustard−Jute−Vegetable,1900,0.022,3,5,3,0,False,False,Mustard,Jute,Vegetable,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
207,Wheat−Aus−Onion,1900,0.022,1,1,3,0,True,False,Wheat,Aus,Onion,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
208,Blackcumin−Jute−Fallow,1840,0.021,6,12,2,1,False,False,Blackcumin,Jute,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
209,Maize−Sesame−T. Aman,1835,0.021,6,9,3,0,True,False,Maize,Sesame,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
210,Maize−Vegetable−T. Aman,1810,0.021,11,12,3,0,True,False,Maize,Vegetable,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
211,Millet(Kaon)+Sesame−Fallow,1810,0.021,5,7,1,1,False,False,Millet(Kaon)+Sesame,Fallow,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
212,Onion−Aus−Blackgram,1810,0.021,5,6,3,0,True,True,Onion,Aus,Blackgram,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
213,Grasspea−Boro−Aus,1800,0.021,1,1,3,0,True,True,Grasspea,Boro,Aus,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
214,Grasspea−Sesame+B.Aman,1800,0.021,2,2,2,0,True,True,Grasspea,Sesame+B.Aman,Sesame+B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
215,Grasspea−Sesame−T. Aman,1790,0.021,5,6,3,0,True,True,Grasspea,Sesame,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
216,Grasspea−Sesbania−Fallow,1780,0.021,4,4,2,1,False,True,Grasspea,Sesbania,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
217,Mustard−B.Aus+B.Aman,1780,0.021,4,4,2,0,True,False,Mustard,B.Aus+B.Aman,B.Aus+B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
218,Blackgram−Aus−T. Aman,1735,0.02,10,13,3,0,True,True,Blackgram,Aus,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
219,Mustard−Sesame+B.Aman,1650,0.019,3,4,2,0,True,False,Mustard,Sesame+B.Aman,Sesame+B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
220,Tobacco−Sesbania−T. Aman,1620,0.019,1,2,3,0,True,False,Tobacco,Sesbania,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
221,Vegetable−Aus−Blackgram,1610,0.019,4,4,3,0,True,True,Vegetable,Aus,Blackgram,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
222,Grasspea−B.Aus+B.Aman,1580,0.018,6,8,2,0,True,True,Grasspea,B.Aus+B.Aman,B.Aus+B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
223,Maize−Sesame−Fallow,1580,0.018,6,8,2,1,False,False,Maize,Sesame,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
224,Groundnut−Aus−Fallow,1550,0.018,5,5,2,1,True,True,Groundnut,Aus,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
225,Wheat−Sesame−Fallow,1550,0.018,7,8,2,1,False,False,Wheat,Sesame,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
226,Groundnut−Jute−T. Aman,1530,0.018,7,13,3,0,True,True,Groundnut,Jute,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
227,Boro−Fallow−Maize,1500,0.018,1,1,2,1,True,False,Boro,Fallow,Maize,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
228,Tobacco−Vegetable−Vegetable,1500,0.018,1,1,3,0,False,False,Tobacco,Vegetable,Vegetable,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
229,Onion−Maize−T. Aman,1490,0.017,7,9,3,0,True,False,Onion,Maize,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
230,Coriander−B.Aman,1480,0.017,11,11,2,0,True,False,Coriander,B.Aman,B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
231,Garlic−Aus−Fallow,1450,0.017,12,15,2,1,True,False,Garlic,Aus,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
232,Vegetable−Jute−Vegetable,1450,0.017,5,5,3,0,False,False,Vegetable,Jute,Vegetable,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
233,Chilli−Vegetable−T. Aman,1405,0.016,15,19,3,0,True,False,Chilli,Vegetable,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
234,Fallow−Aus−Fallow,1400,0.016,3,3,1,2,True,False,Fallow,Aus,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
235,Maize−Boro−T. Aman,1400,0.016,2,2,3,0,True,False,Maize,Boro,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
236,Maize−Aus−Blackgram,1370,0.016,3,3,3,0,True,True,Maize,Aus,Blackgram,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
237,Cotton−Aus−Fallow,1330,0.016,3,3,2,1,True,False,Cotton,Aus,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
238,Grasspea−Sesame−Fallow,1330,0.016,7,10,2,1,False,True,Grasspea,Sesame,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
239,Groundnut−Fallow−Blackgram,1320,0.015,3,3,2,1,False,True,Groundnut,Fallow,Blackgram,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
240,Wheat−Jute−Vegetable,1320,0.015,6,6,3,0,False,False,Wheat,Jute,Vegetable,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
241,Pea−Aus−Vegetable,1310,0.015,7,8,3,0,True,True,Pea,Aus,Vegetable,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
242,Onion−Sesame−Fallow,1270,0.015,8,9,2,1,False,False,Onion,Sesame,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
243,Blackcumin−Jute−T. Aman,1260,0.015,6,11,3,0,True,False,Blackcumin,Jute,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
244,Sesame−Aus−Fallow,1190,0.014,3,4,2,1,True,False,Sesame,Aus,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
245,Sesame−Aus−T. Aman,1180,0.014,4,5,3,0,True,False,Sesame,Aus,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
246,Water Melon−Fallow−Fallow,1165,0.014,9,12,1,2,False,False,Water Melon,Fallow,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
247,Pea−Vegetable−Fallow,1160,0.014,4,5,2,1,False,True,Pea,Vegetable,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
248,Potato−Mungbean−T. Aman,1140,0.013,11,13,3,0,True,True,Potato,Mungbean,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
249,Potato−Groundnut,1110,0.013,5,8,2,0,False,True,Potato,Groundnut,Groundnut,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
250,Tobacco−Fallow−Fallow,1045,0.012,5,8,1,2,False,False,Tobacco,Fallow,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
251,Potato−Maize−Aus−Vegetable,1030,0.012,3,3,4,0,True,False,Potato,Maize,Aus,Vegetable,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
252,Fallow−Fallow−T. Aman (Orchard),1000,0.012,1,1,1,2,True,False,Fallow,Fallow,T. Aman (Orchard),,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
253,Maize−Sesbania−Fallow,1000,0.012,1,1,2,1,False,False,Maize,Sesbania,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
254,Lentil−Sesame+B.Aman,980,0.011,1,1,2,0,True,True,Lentil,Sesame+B.Aman,Sesame+B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
255,Maize−Mungbean−Vegetable,950,0.011,3,3,3,0,False,True,Maize,Mungbean,Vegetable,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
256,Millet (Cheena)−Fallow−Fallow,935,0.011,5,6,1,2,False,False,Millet (Cheena),Fallow,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
257,Potato−Sweet gourd−Aus,910,0.011,6,8,3,0,True,False,Potato,Sweet gourd,Aus,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
258,Wheat−Fallow−Blackgram,900,0.011,1,1,2,1,False,True,Wheat,Fallow,Blackgram,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
259,Mustard−Fallow−Fallow,895,0.01,9,13,1,2,False,False,Mustard,Fallow,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
260,Coriander−Sesame−T. Aman,845,0.01,5,5,3,0,True,False,Coriander,Sesame,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
