region,upazila,n_patterns,n_crops,pattern_diversity_index,crop_diversity_index,cropping_intensity_pct,source,adm3_name,district,lat,lon
Chittagong,Sitakunda,18,16,0.843,0.932,215,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Sitakunda,Chittagong,22.5588,91.6828
Chittagong,Chakaria,17,15,0.684,0.863,231,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Chakaria,Cox's Bazar,21.7402,92.0524
Chittagong,CoxBazar,18,14,0.509,0.733,192,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Cox's Bazar Sadar,Cox's Bazar,21.5056,92.0347
Chittagong,Kutubdia,9,7,0.413,0.776,279,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Kutubdia,Cox's Bazar,21.8378,91.8625
Chittagong,Maheskhali,13,13,0.521,0.687,174,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Maheshkhali,Cox's Bazar,21.6094,91.9218
Chittagong,Pekua,11,12,0.598,0.852,240,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Pekua,Cox's Bazar,21.8182,91.9527
Chittagong,Ramu,16,17,0.546,0.758,193,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Ramu,Cox's Bazar,21.4408,92.1211
Chittagong,Teknaf,11,11,0.484,0.673,127,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Teknaf,Cox's Bazar,20.9961,92.2224
Chittagong,Ukhia,10,8,0.586,0.746,178,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Ukhia,Cox's Bazar,21.2295,92.1159
Chittagong,Chhagalnaiya,16,15,0.639,0.781,175,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Chhagalnaiya,Feni,23.017,91.507
Chittagong,Dagonbhuiyan,17,18,0.652,0.799,174,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Daganbhuiyan,Feni,22.9706,91.2997
Chittagong,Feni,11,11,0.647,0.827,202,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Feni Sadar,Feni,22.99,91.4159
Chittagong,Fulgazi,7,7,0.551,0.726,174,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Fulgazi,Feni,23.118,91.4425
Chittagong,Parshuram,12,11,0.611,0.76,170,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Parshuram,Feni,23.2013,91.4397
Chittagong,Sonagazi,18,12,0.819,0.916,185,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Sonagazi,Feni,22.8655,91.395
Chittagong,Kamalnagar,10,9,0.655,0.872,283,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Kamalnagar,Lakshmipur,22.7677,90.8653
Chittagong,Lakshmipur,17,14,0.691,0.859,209,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Lakshmipur Sadar,Lakshmipur,22.9239,90.8684
Chittagong,Ramganj,17,14,0.786,0.892,169,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Ramganj,Lakshmipur,23.0989,90.8726
Chittagong,Ramgati,16,15,0.64,0.864,281,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Ramgati,Lakshmipur,22.6654,90.9468
Chittagong,Raipur,12,10,0.784,0.908,220,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",,,,
Chittagong,Begumganj,4,5,0.151,0.269,108,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Begumganj,Noakhali,22.9306,91.0952
Chittagong,Chatkhil,7,7,0.084,0.135,103,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Chatkhil,Noakhali,23.0538,90.9639
Chittagong,Companiganj,26,23,0.737,0.857,165,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Companiganj,Noakhali,22.7825,91.2735
Chittagong,Hatiya,15,13,0.872,0.938,224,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Hatiya,Noakhali,22.2431,91.1116
Chittagong,Kabirhat,26,23,0.776,0.867,139,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Kabirhat,Noakhali,22.8133,91.1999
Chittagong,Noakhali,28,18,0.886,0.944,192,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Boalkhali,Chittagong,22.377,91.9701
Chittagong,Senbag,13,12,0.523,0.738,189,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Senbagh,Noakhali,22.9924,91.2121
Chittagong,Sonaimuri,8,9,0.091,0.155,104,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Sonaimuri,Noakhali,23.0262,91.0777
Chittagong,Subarnachar,23,18,0.833,0.926,183,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Subarnachar,Noakhali,22.637,91.1277
Dhaka,Dhamrai,35,20,0.88,0.95,224,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Dhamrai,Dhaka,23.9371,90.1414
Dhaka,Dohar,30,20,0.76,0.84,161,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Dohar,Dhaka,23.6009,90.1093
Dhaka,Keraniganj,22,21,0.89,0.94,213,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Keraniganj,Dhaka,23.6935,90.3443
Dhaka,Nawabganj,18,19,0.77,0.9,175,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Nawabganj,Dhaka,23.6735,90.1608
Dhaka,Savar,14,13,0.72,0.91,177,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Savar,Dhaka,23.8811,90.2807
Dhaka,Gazipur sadar,19,12,0.84,0.91,180,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Gazipur Sadar,Gazipur,24.0141,90.3962
Dhaka,Kapasia,14,12,0.78,0.84,158,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Kapasia,Gazipur,24.1472,90.5999
Dhaka,Kaliakair,17,13,0.75,0.87,167,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Kaliakair,Gazipur,24.1033,90.2645
Dhaka,Kaliganj,15,16,0.64,0.83,150,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Kaliganj,Gazipur,23.9642,90.5549
Dhaka,Sreepur,18,11,0.77,0.85,148,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Sreepur,Gazipur,24.2052,90.4431
Dhaka,Daulatpur,31,23,0.9,0.94,193,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Daulatpur,Manikganj,23.9558,89.7977
Dhaka,Ghior,21,16,0.8,0.89,201,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Ghior,Manikganj,23.8732,89.9046
Dhaka,Harirampur,21,21,0.9,0.94,178,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Harirampur,Manikganj,23.7242,89.9478
Dhaka,Manikganj sadar,29,21,0.85,0.93,219,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Manikganj Sadar,Manikganj,23.8357,90.0305
Dhaka,Saturia,16,14,0.84,0.93,239,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Saturia,Manikganj,23.9575,90.0016
Dhaka,Shibalaya,10,10,0.79,0.89,222,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Shibalaya,Manikganj,23.8383,89.8102
Dhaka,Singair,25,16,0.87,0.94,233,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Singair,Manikganj,23.7834,90.1543
Dhaka,Gazaria,12,11,0.79,0.89,153,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Gazaria,Munshiganj,23.5472,90.6297
Dhaka,Lohaganj,15,18,0.79,0.9,162,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Mohanganj,Netrakona,24.8268,91.0237
Dhaka,Munsiganj sadar,18,17,0.66,0.82,197,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Munshiganj Sadar,Munshiganj,23.4865,90.5276
Dhaka,Sreenagar,8,9,0.66,0.82,124,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Sreenagar,Munshiganj,23.547,90.2632
Dhaka,Serajdikhan,17,12,0.89,0.95,212,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Serajdikhan,Munshiganj,23.5978,90.3563
Dhaka,Tungibari,14,14,0.73,0.86,201,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Tongibari,Munshiganj,23.4761,90.4527
Dhaka,Araihazar,25,17,0.83,0.92,186,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Araihazar,Narayanganj,23.761,90.6689
Dhaka,Bandar,7,7,0.6,0.85,146,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Bandar,Narayanganj,23.6377,90.5378
Dhaka,Nrayanganj sadar,8,8,0.76,0.88,206,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Narayanganj Sadar,Narayanganj,23.6275,90.4811
Dhaka,Rupganj,20,17,0.67,0.8,136,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Rupganj,Narayanganj,23.8128,90.5388
Dhaka,Sonargaon,22,18,0.61,0.75,127,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Sonargaon,Narayanganj,23.6756,90.5933
Dhaka,Belabo,19,17,0.61,0.75,226,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Belabo,Narsingdi,24.0986,90.8493
Dhaka,Monohardi,11,11,0.49,0.72,195,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Manohardi,Narsingdi,24.1607,90.7304
Dhaka,Narsingdi sadar,14,14,0.76,0.88,158,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Narsingdi Sadar,Narsingdi,23.8667,90.7082
Dhaka,Palash,7,6,0.6,0.77,187,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Palash,Narsingdi,23.9538,90.6494
Dhaka,Raipur,20,17,0.79,0.89,156,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",,,,
Dhaka,Shibpur,19,17,0.47,0.73,201,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Shibpur,Narsingdi,24.026,90.7454
Dhaka,Basail,18,15,0.85,0.93,225,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Basail,Tangail,24.2311,90.0394
Dhaka,Bhuanpur,25,24,0.9,0.95,208,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Bhuapur,Tangail,24.4767,89.8143
Dhaka,Delduar,22,18,0.84,0.93,220,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Delduar,Tangail,24.142,89.9377
Dhaka,Dhanbari,12,11,0.37,0.7,207,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Dhanbari,Tangail,24.6867,89.9333
Dhaka,Ghatail,14,13,0.62,0.79,189,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Ghatail,Tangail,24.4735,90.0516
Dhaka,Gopalpur,24,18,0.57,0.81,213,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Gopalpur,Tangail,24.572,89.9036
Dhaka,Kalihati,24,16,0.82,0.92,209,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Kalihati,Tangail,24.36,89.9448
Dhaka,Madhupur,16,13,0.79,0.83,157,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Madhupur,Tangail,24.6502,90.0602
Dhaka,Mirzapur,26,21,0.87,0.94,205,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Mirzapur,Tangail,24.1159,90.1072
Dhaka,Nagarpur,19,15,0.85,0.94,227,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Nagarpur,Tangail,24.0477,89.8742
Dhaka,Shakhipur,13,13,0.58,0.8,212,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Sakhipur,Tangail,24.3066,90.1728
Dhaka,Tangail sadar,35,26,0.93,0.97,208,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Tangail Sadar,Tangail,24.2564,89.8661
Dinajpur,Birampur,15,14,0.343,0.708,214,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Birampur,Dinajpur,25.3791,88.9637
Dinajpur,Birganj,19,16,0.849,0.941,241,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Birganj,Dinajpur,25.9279,88.6266
Dinajpur,Birol,16,15,0.856,0.947,246,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Biral,Dinajpur,25.6467,88.5477
Dinajpur,Bochaganj,17,14,0.811,0.927,236,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Bochaganj,Dinajpur,25.7857,88.4535
Dinajpur,Chirirbandar,22,16,0.473,0.777,219,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Chirirbandar,Dinajpur,25.6654,88.7865
Dinajpur,Dinajpur,25,16,0.809,0.925,238,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Dinajpur Sadar,Dinajpur,25.6081,88.6774
Dinajpur,Phulbari,19,15,0.6,0.837,225,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Phulbari,Kurigram,25.9481,89.5713
Dinajpur,Ghoraghat,17,19,0.458,0.753,212,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Ghoraghat,Dinajpur,25.2844,89.2143
Dinajpur,Hakimpur,20,19,0.456,0.774,225,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Hakimpur,Dinajpur,25.2921,89.062
Dinajpur,Kaharol,11,13,0.794,0.909,218,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Kaharole,Dinajpur,25.8009,88.5988
Dinajpur,Khansama,26,15,0.831,0.937,249,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Khansama,Dinajpur,25.8698,88.7652
Dinajpur,Nawabganj,18,18,0.578,0.803,209,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Nawabganj,Dhaka,23.6735,90.1608
Dinajpur,Parbatipur,16,16,0.451,0.76,216,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Parbatipur,Dinajpur,25.6188,88.9256
Dinajpur,Atwari,20,19,0.852,0.935,222,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Atwari,Panchagarh,26.2496,88.4264
Dinajpur,Boda,30,22,0.746,0.879,206,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Boda,Panchagarh,26.2306,88.6127
Dinajpur,Debiganj,25,21,0.863,0.902,221,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Debiganj,Panchagarh,26.1321,88.7194
Dinajpur,Panchagarh,20,19,0.874,0.938,203,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Panchagarh Sadar,Panchagarh,26.3674,88.5818
Dinajpur,Tetulia,25,19,0.855,0.941,240,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Tentulia,Panchagarh,26.5134,88.4298
Dinajpur,Baliadangi,18,14,0.859,0.952,243,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Baliadangi,Thakurgaon,26.1085,88.2637
Dinajpur,Haripur,18,15,0.792,0.931,247,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Haripur,Thakurgaon,25.8785,88.1549
Dinajpur,Pirganj,22,18,0.811,0.922,228,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Pirganj,Rangpur,25.4237,89.2743
Dinajpur,Ranisonkail,24,18,0.883,0.955,246,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Ranisankail,Thakurgaon,25.9401,88.2458
Dinajpur,Thakurgaon,19,16,0.839,0.938,239,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Thakurgaon Sadar,Thakurgaon,26.0707,88.4644
Faridpur,Alfadanga,18,15,0.917,0.957,205,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Alfadanga,Faridpur,23.2968,89.6699
Faridpur,Bhanga,16,16,0.887,0.947,224,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Bhanga,Faridpur,23.3867,90.0098
Faridpur,Boalmari,21,19,0.861,0.948,234,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Boalmari,Faridpur,23.4045,89.6971
Faridpur,Charbhadrasan,40,22,0.942,0.97,183,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Char Bhadrasan,Faridpur,23.5926,89.978
Faridpur,Faridpur sadar,44,25,0.957,0.981,216,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Faridpur Sadar,Faridpur,23.6048,89.8165
Faridpur,Madhukhali,39,22,0.937,0.977,237,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Madhukhali,Faridpur,23.5409,89.612
Faridpur,Nagarkanda,17,14,0.779,0.901,214,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Nagarkanda,Faridpur,23.4373,89.8944
Faridpur,Sadarpur,21,22,0.909,0.959,228,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Sadarpur,Faridpur,23.4959,90.0526
Faridpur,Saltha,23,16,0.649,0.85,262,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Saltha,Faridpur,23.42,89.7997
Faridpur,Gopalganj sadar,25,18,0.675,0.848,151,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Gopalganj Sadar,Gopalganj,23.0604,89.8489
Faridpur,Kasiani,12,10,0.692,0.732,153,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Kashiani,Gopalganj,23.1907,89.7963
Faridpur,Kotalipara,16,14,0.307,0.448,113,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Kotali Para,Gopalganj,23.0111,90.0207
Faridpur,Muksudpur,17,15,0.81,0.912,184,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Muksudpur,Gopalganj,23.2667,89.9144
Faridpur,Tungipara,28,22,0.394,0.606,126,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Tungi Para,Gopalganj,22.9256,89.9045
Faridpur,Kalkini,30,19,0.822,0.935,179,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Kalkini,Madaripur,23.0709,90.2481
Faridpur,Madaripur sadar,23,17,0.883,0.952,224,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Madaripur Sadar,Madaripur,23.1938,90.175
Faridpur,Rajoir,29,21,0.837,0.922,201,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Rajoir,Madaripur,23.2013,90.037
Faridpur,Shibchar,18,14,0.908,0.966,211,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Shib Char,Madaripur,23.3754,90.1742
Faridpur,Baliakandi,24,21,0.924,0.965,247,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Balia Kandi,Rajbari,23.6497,89.5507
Faridpur,Goalanda,22,17,0.931,0.966,205,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Goalandaghat,Rajbari,23.7564,89.7661
