variety,season,release_year,duration_days_min,duration_days_max,yield_t_ha_min,yield_t_ha_max,plant_height_cm,seedbed_sowing,seedling_age_days,harvest,salt_tolerant,salt_tolerance_ds_m,submergence_tolerant,drought_tolerant,cold_tolerant,aromatic,zinc_mg_kg,notes,source,source_file,url
BRRI dhan57,Aman,2011.0,100.0,105.0,4.0,4.5,110.0,15 - 30 Jul,20-25,30 Oct-5 Nov,False,,False,True,False,False,,,text layer (Bijoy encoding),tion_Training_Manual_Day_1_Module_2_Aman__Factsheet54-BRRI_Dhan57.pdf,https://knowledgebank-brri.org/Rice_Production_Training_Manual/Day_1/Module_2/Aman/Factsheet54-BRRI%20Dhan57.pdf
BRRI dhan58,Boro,2012.0,150.0,155.0,7.0,7.5,100.0,20 Nov - 16 Dec,,18 Apr-3 May,False,,False,False,False,False,,,text layer (Bijoy encoding),tion_Training_Manual_Day_1_Module_2_Boro__BRRIdhan58.pdf,https://knowledgebank-brri.org/Rice_Production_Training_Manual/Day_1/Module_2/Boro/BRRIdhan58.pdf
BRRI dhan59,Boro,2013.0,153.0,153.0,7.1,7.1,83.0,15-30 Nov,35-40,15-30 Apr,False,,False,False,False,False,,,text layer (Bijoy encoding),tion_Training_Manual_Day_1_Module_2_Aman__BRRI-Dhan59.pdf,https://knowledgebank-brri.org/Rice_Production_Training_Manual/Day_1/Module_2/Aman/BRRI-Dhan59.pdf
BRRI dhan60,Boro,2013.0,151.0,151.0,7.3,7.3,98.0,15-30 Nov,35-40,15-30 Apr,False,,False,False,False,False,,,text layer (Bijoy encoding),tion_Training_Manual_Day_1_Module_2_Boro__BRRI-Dhan60.pdf,https://knowledgebank-brri.org/Rice_Production_Training_Manual/Day_1/Module_2/Boro/BRRI-Dhan60.pdf
BRRI dhan61,Boro,2013.0,145.0,150.0,3.8,7.4,95.0,15 Nov - 15 Dec,35-40,10 Apr-10 May,True,14.0,False,False,False,False,,,text layer (Bijoy encoding),tion_Training_Manual_Day_1_Module_2_Boro__BRRI-Dhan61.pdf,https://knowledgebank-brri.org/Rice_Production_Training_Manual/Day_1/Module_2/Boro/BRRI-Dhan61.pdf
BRRI dhan62,Aman,2013.0,100.0,100.0,3.5,4.5,98.0,5 Jul - 10 Jul,20-25,13 -18 Oct,False,,False,False,False,False,19.0,,text layer (Bijoy encoding),tion_Training_Manual_Day_1_Module_2_Aman__BRRI-Dhan62.pdf,https://knowledgebank-brri.org/Rice_Production_Training_Manual/Day_1/Module_2/Aman/BRRI-Dhan62.pdf
BRRI dhan63,Boro,2014.0,148.0,150.0,6.5,7.0,,15 Nov-15 Dec,35-40,13 Apr-25 May,False,,False,False,False,False,,"premium export quality (Saru Balam), basmati-like long slender grain; 5-7 days earlier than BRRI dhan50",read from scanned factsheet,wp_content_uploads_2014_10__BRRI-Dhan63.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/10/BRRI-Dhan63.pdf
BRRI dhan64,Boro,2014.0,150.0,152.0,6.0,6.5,110.0,15-30 Nov,35-40,14 Apr-14 May,False,,False,False,False,False,24.0,zinc-enriched (24 mg/kg); up to 7.0 t/ha with good care,read from scanned factsheet,wp_content_uploads_2014_10__BRRI-Dhan64.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/10/BRRI-Dhan64.pdf
BRRI dhan65,Aus,,88.0,100.0,3.5,4.0,95.0,Apr (direct seeded),,Jul,False,,False,True,False,False,,drought-tolerant direct-seeded (bona) Aus for drought-prone areas; height 90-95 cm; strong stem,read from scanned factsheet,wp_content_uploads_2014_02__BRRIDhan-65.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRIDhan-65.pdf
BRRI dhan66,Aman,2014.0,110.0,115.0,4.5,5.0,120.0,29 Jun-14 Jul,25-30,25 Oct-10 Nov,False,,False,True,False,False,,drought-tolerant rainfed T.Aman: 15-20 dry days at reproductive stage still gives 4.0-4.5 t/ha; height 118-120 cm,read from scanned factsheet,wp_content_uploads_2015_02__BRRI-Dhan66.pdf,https://knowledgebank-brri.org/wp-content/uploads/2015/02/BRRI-Dhan66.pdf
BRRI dhan67,Boro,2014.0,140.0,150.0,3.8,7.4,100.0,15 Nov-15 Dec,35-40,14-28 Apr,True,14.0,False,False,False,False,,"salt tolerant: 12-14 dS/m for 3 weeks at seedling, 8 dS/m through reproductive stage; yield depends on salinity",read from scanned factsheet,wp_content_uploads_2015_02__brridhan-67.pdf,https://knowledgebank-brri.org/wp-content/uploads/2015/02/brridhan-67.pdf
BRRI dhan68,Boro,2014.0,149.0,149.0,7.3,7.3,95.0,15-30 Nov,35-40,14-28 Apr,False,,False,False,False,False,,"up to 9.2 t/ha; 4-5 days later than BRRI dhan28; medium-high to high land; resists leaf blight, sheath blight, blast",read from scanned factsheet,wp_content_uploads_2015_02__brridhan-68.pdf,https://knowledgebank-brri.org/wp-content/uploads/2015/02/brridhan-68.pdf
BRRI dhan69,Boro,2014.0,145.0,160.0,7.3,7.3,100.0,15 Nov-15 Dec,35-40,14-28 Apr,False,,False,False,False,False,,weed-tolerant rice; needs about 20% less fertiliser; up to 9 t/ha; height 95-100 cm,read from scanned factsheet,wp_content_uploads_2015_02__brridhan-69.pdf,https://knowledgebank-brri.org/wp-content/uploads/2015/02/brridhan-69.pdf
BRRI dhan70,Aman,2014.0,130.0,130.0,4.8,4.8,125.0,29 Jun-15 Jul,25-30,10-15 Nov,False,,False,False,False,True,,aromatic long slender export-quality grain; 10-15 days shorter than BRRI dhan37; leaves time for Rabi crops; rainfed T.Aman,read from scanned factsheet,wp_content_uploads_2015_02__brridhan70.pdf,https://knowledgebank-brri.org/wp-content/uploads/2015/02/brridhan70.pdf
BRRI dhan71,Aman,2014.0,114.0,117.0,5.0,6.0,108.0,5-15 Jul,20-25,1-15 Nov,False,,False,True,False,False,,"drought tolerant: 21-28 rainless days at reproductive stage still gives 3.0-3.5 t/ha; rainfed; lentil, chickpea, barley or linseed can follow",read from scanned factsheet,wp_content_uploads_2015_02__brridhan71.pdf,https://knowledgebank-brri.org/wp-content/uploads/2015/02/brridhan71.pdf
BRRI dhan72,Aman,2014.0,125.0,130.0,5.7,7.5,116.0,25 Jun-5 Jul,20-25,1-30 Nov,False,,False,False,False,False,22.8,"zinc-enriched (22.8 mg/kg), protein 8.9%; strong stem; wheat, mustard or pulses can follow",read from scanned factsheet,wp_content_uploads_2015_02__brridhan72.pdf,https://knowledgebank-brri.org/wp-content/uploads/2015/02/brridhan72.pdf
BRRI dhan73,Aman,2014.0,120.0,125.0,4.5,4.5,125.0,1-30 Jul,25-30,1-30 Nov,True,12.0,False,False,False,False,,"salt tolerant: 12 dS/m for 3 weeks at seedling, 8 dS/m through reproductive stage; 2.1-6.1 t/ha depending on salinity; sunflower or salt-tolerant mustard can follow on the coast",read from scanned factsheet,wp_content_uploads_2015_02__brridhan73.pdf,https://knowledgebank-brri.org/wp-content/uploads/2015/02/brridhan73.pdf
BRRI dhan74,Boro,2014.0,145.0,147.0,7.1,7.1,92.0,15 Nov - 30 Nov,35-40,13 Apr - 25 May,False,,False,False,False,False,24.2,,text layer (Bijoy encoding),wp_content_uploads_2015_02__brridhan74.pdf,https://knowledgebank-brri.org/wp-content/uploads/2015/02/brridhan74.pdf
BRRI dhan75,Aman,,110.0,115.0,4.5,5.5,110.0,21 Jul-20 Aug,21-25,late Oct-mid Nov,False,,False,False,False,False,,"short duration like BRRI dhan33; slightly aromatic; strong stem, no shattering; ~20% less fertiliser; sown by early July it is harvested mid-Kartik, in time for early potato or mustard",read from scanned factsheet,wp_content_uploads_2015_02__BRRIDhan75.pdf,https://knowledgebank-brri.org/wp-content/uploads/2015/02/BRRIDhan75.pdf
BRRI dhan76,Aman,2015.0,153.0,153.0,4.5,5.0,140.0,1-15 Jul,35-40,2nd week Dec,False,,False,False,False,False,,for tidal wetlands of Barishal: ~60 cm tall seedlings survive tidal water; medium-low land; 3-5 days earlier than BRRI dhan44,read from scanned factsheet,wp_content_uploads_2015_02__BRRIDhan76.pdf,https://knowledgebank-brri.org/wp-content/uploads/2015/02/BRRIDhan76.pdf
BRRI dhan77,Aman,2015.0,154.0,154.0,4.5,5.0,140.0,1-15 Jul,35-40,1st week Dec,False,,False,False,False,False,,for tidal wetlands of Barishal: ~60 cm seedlings survive tidal water; medium-low land; 3-5 days earlier than BRRI dhan44 with ~0.6 t/ha more,read from scanned factsheet,wp_content_uploads_2020_07__BRRI-dhan_77_5-7-20.pdf,https://knowledgebank-brri.org/wp-content/uploads/2020/07/BRRI-dhan_77_5-7-20.pdf
BRRI dhan78,Aman,2016.0,135.0,135.0,4.5,5.5,120.0,25 Jun-10 Jul,30-35,last week Nov,True,9.0,True,False,False,False,,"coastal tidal zone: tolerates 6-9 dS/m at seedling and flowering plus 12-14 days tidal submergence; 4.5-4.7 t/ha at 6-8 dS/m, 5.0-5.5 at 4-5 dS/m",read from scanned factsheet,wp_content_uploads_2015_02__BRRI_Dhan78.pdf,https://knowledgebank-brri.org/wp-content/uploads/2015/02/BRRI_Dhan78.pdf
BRRI dhan79,Aman,2017.0,135.0,160.0,4.0,5.5,112.0,15 Jun-1 Jul,30,,False,,True,False,False,False,,"flash-flood variety: survives 18-21 days submerged plus 15-20 days of 50-60 cm stagnant water; 135 days and 5.5 t/ha without flood, 160 days and 4.0-4.5 t/ha after 3 weeks under water",read from scanned factsheet,wp_content_uploads_2015_02__brridhan79.pdf,https://knowledgebank-brri.org/wp-content/uploads/2015/02/brridhan79.pdf
BRRI dhan80,Aman,2017.0,130.0,135.0,4.5,5.0,120.0,5-25 Jul,25,15-25 Nov,False,,False,False,False,True,,jasmine-type aromatic export rice; rainfed T.Aman; stronger stem than BRRI dhan37,read from scanned factsheet,wp_content_uploads_2015_02__BRRI_Dhan80.pdf,https://knowledgebank-brri.org/wp-content/uploads/2015/02/BRRI_Dhan80.pdf
BRRI dhan81,Boro,2017.0,140.0,145.0,6.0,6.5,100.0,15-30 Nov,35-40,8-18 Apr,False,,False,False,False,False,,"premium long slender export grain (Zira alternative), protein 10.3%; up to 8.0 t/ha; short plant also suits low land",read from scanned factsheet,wp_content_uploads_2014_02__BRRI-dhan81.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRI-dhan81.pdf
BRRI dhan82,Aus,2017.0,100.0,105.0,4.5,5.5,110.0,1-15 Apr,15-20,18 Jul-2 Aug,False,,False,False,False,False,,short-duration transplanted Aus (NERICA line); leaves room for Aman and saves irrigation water; medium-high to high land,read from scanned factsheet,wp_content_uploads_2018_01__BRRI-dhan82.pdf,https://knowledgebank-brri.org/wp-content/uploads/2018/01/BRRI-dhan82.pdf
BRRI dhan83,Aus,2017.0,105.0,105.0,4.0,5.3,105.0,1-21 Apr (direct seeded),,10 Jul-15 Aug,False,,False,True,False,False,,"drought-tolerant direct-seeded (bona) Aus for Kushtia, Jhenaidah, Magura, Chuadanga; does not lodge; red-brown grain like local Kataktara",read from scanned factsheet,wp_content_uploads_2018_01__BRRI-dhan83.pdf,https://knowledgebank-brri.org/wp-content/uploads/2018/01/BRRI-dhan83.pdf
BRRI dhan84,Boro,2017.0,140.0,145.0,6.0,6.5,96.0,15-30 Nov,35-40,5-20 Apr,False,,False,False,False,False,27.6,zinc (27.6 mg/kg) and iron (10.1 mg/kg) enriched; light red rice; 2-3 days shorter than BRRI dhan28; up to 8.0 t/ha,read from scanned factsheet,wp_content_uploads_2018_01__BRRI-dhan84.pdf,https://knowledgebank-brri.org/wp-content/uploads/2018/01/BRRI-dhan84.pdf
BRRI dhan85,Aus,2017.0,108.0,110.0,4.5,5.5,110.0,1-15 Apr,20-25,26 Jul-10 Aug,False,,False,False,False,False,,"transplanted Aus for Cumilla and the east; tolerates waterlogging, so it can go on lower land",read from scanned factsheet,wp_content_uploads_2018_01__BRRI-dhan85.pdf,https://knowledgebank-brri.org/wp-content/uploads/2018/01/BRRI-dhan85.pdf
BRRI dhan86,Boro,2017.0,140.0,145.0,6.0,6.5,95.0,15 Nov-7 Dec,35-40,7-20 Apr,False,,False,False,False,False,,"short stiff stem suits combine harvesters; long slender export grain, protein 10.1%; up to 7.8 t/ha",read from scanned factsheet,wp_content_uploads_2018_01__BRRI-dhan86.pdf,https://knowledgebank-brri.org/wp-content/uploads/2018/01/BRRI-dhan86.pdf
BRRI dhan87,Aman,2018.0,125.0,128.0,6.0,6.5,122.0,15 Jun-7 Jul,25-30,25 Oct-15 Nov,False,,False,False,False,False,,7 days earlier than BRRI dhan49 with higher yield; long slender grain; rainfed T.Aman,read from scanned factsheet,wp_content_uploads_2020_07__BRRI-dhan87_05-7-20.pdf,https://knowledgebank-brri.org/wp-content/uploads/2020/07/BRRI-dhan87_05-7-20.pdf
BRRI dhan88,Boro,2018.0,140.0,143.0,7.0,8.5,,15-30 Nov,35-40,8-16 Apr,False,,False,False,False,False,,"3-4 days earlier than BRRI dhan28, so it suits haor areas; lodging and shattering resistant (machine harvest)",read from scanned factsheet,wp_content_uploads_2014_02__BRRI-dhan88.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRI-dhan88.pdf
BRRI dhan89,Boro,2018.0,154.0,158.0,8.0,9.7,106.0,1-15 Nov,40-45,18 Apr-30 May,False,,False,False,False,False,,replacement for BRRI dhan29: 3-5 days shorter with higher yield; irrigated Boro,read from scanned factsheet,wp_content_uploads_2014_02__BRRI-dhan89.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRI-dhan89.pdf
BRRI dhan90,Aman,2019.0,115.0,125.0,4.5,5.0,110.0,7-20 Jul,20-25,1st-2nd week Nov,False,,False,False,False,True,,aromatic like BRRI dhan34 but 22 days shorter and 1.0-1.4 t/ha more; needs somewhat less urea,read from scanned factsheet,wp_content_uploads_2020_07__BRRI-dhan90_5-7-20.pdf,https://knowledgebank-brri.org/wp-content/uploads/2020/07/BRRI-dhan90_5-7-20.pdf
BRRI dhan91,Aman,2019.0,152.0,156.0,3.0,4.0,190.0,,,,False,,True,False,False,False,,"first high-yield deepwater (floating) Aman for ~1 m flood-prone low land (greater Cumilla, Faridpur, Manikganj, haor): stem elongation plus moderate submergence tolerance; 3.0-3.5 t/ha in deep water; not photoperiod sensitive; straw for fodder",read from scanned factsheet,wp_content_uploads_2019_07__BRRI-dhan91.pdf, https://knowledgebank-brri.org/wp-content/uploads/2019/07/BRRI-dhan91.pdf
BRRI dhan92,Boro,2019.0,156.0,160.0,8.4,9.3,107.0,1-15 Nov,40-45,18 Apr-30 May,False,,False,False,False,False,,"same yield as BRRI dhan29 with comparatively less water, so suits drought-prone (water-scarce) Boro areas",read from scanned factsheet,wp_content_uploads_2014_02__BRRI-dhan92.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRI-dhan92.pdf
BRRI dhan93,Aman,2019.0,134.0,134.0,5.8,7.25,117.0,15 Jun-15 Jul,25-30,1 Nov-1 Dec,False,,False,False,False,False,,replacement for Indian Swarna; red-brown grain; same duration as BRRI dhan49; rainfed T.Aman,read from scanned factsheet,wp_content_uploads_2020_07__BRRI-dhan93_01-7-20.pdf,https://knowledgebank-brri.org/wp-content/uploads/2020/07/BRRI-dhan93_01-7-20.pdf
BRRI dhan94,Aman,2019.0,134.0,134.0,5.9,7.4,118.0,15 Jun-15 Jul,25-30,1 Nov-1 Dec,False,,False,False,False,False,,replacement for Indian Swarna (Ranjit); red-brown grain; same duration as BRRI dhan49,read from scanned factsheet,wp_content_uploads_2020_07__BRRI-dhan94_01-7-20.pdf,https://knowledgebank-brri.org/wp-content/uploads/2020/07/BRRI-dhan94_01-7-20.pdf
BRRI dhan95,Aman,2019.0,125.0,125.0,5.7,6.55,120.0,25 Jun-25 Jul,25-30,1 Nov-1 Dec,False,,False,False,False,False,,replacement for Indian Swarna; deep red grain; 7 days shorter than BRRI dhan49,read from scanned factsheet,wp_content_uploads_2020_07__BRRI-dhan95_01-7-20.pdf,https://knowledgebank-brri.org/wp-content/uploads/2020/07/BRRI-dhan95_01-7-20.pdf
BRRI dhan96,Boro,2020.0,140.0,145.0,7.0,8.6,87.0,15 Nov-7 Dec,35-40,7-20 Apr,False,,False,False,False,False,,same duration as BRRI dhan28 with more yield; short stiff stem suits machine harvest; protein 10.8%,read from scanned factsheet,wp_content_uploads_2014_02__brridhan96.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/brridhan96.pdf
BRRI dhan97,Boro,2020.0,148.0,155.0,4.9,7.0,100.0,15 Nov-15 Dec,35-40,14-28 Apr,True,15.0,False,False,False,False,,"salt tolerant: 14-15 dS/m at seedling, 8-10 dS/m through reproductive stage; 3.9-5.95 t/ha depending on salinity; do not irrigate with water above 3 dS/m",read from scanned factsheet,wp_content_uploads_2014_02__BRRIdhan97.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRIdhan97.pdf
BRRI dhan98,Aus,2020.0,112.0,112.0,5.1,5.9,106.0,18-30 Apr,20-25,30 Jul-14 Aug,False,,False,False,False,False,,short-duration transplanted Aus (same duration as BR26); leaves room for Aman afterwards,read from scanned factsheet,wp_content_uploads_2025_11__BRRIdhan98.pdf,https://knowledgebank-brri.org/wp-content/uploads/2025/11/BRRIdhan98.pdf
BRRI dhan99,Boro,2020.0,148.0,157.0,5.4,7.1,94.0,15 Nov-15 Dec,35-40,14-28 Apr,True,14.0,False,False,False,False,,"salt tolerant: 14 dS/m at seedling, 8-10 dS/m through reproductive stage; 4.1-6.6 t/ha depending on salinity; more tolerant than BRRI dhan67",read from scanned factsheet,wp_content_uploads_2014_02__BRRIdhan99.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRIdhan99.pdf
BRRI dhan100,Boro,2020.0,148.0,148.0,7.7,8.8,101.0,15-30 Nov,30-35,13-28 Apr,False,,False,False,False,False,25.7,zinc-enriched (25.7 mg/kg); same duration as BRRI dhan74 with 4.5% more yield; suits almost all Boro districts,read from scanned factsheet,wp_content_uploads_2025_09__brridhan100.pdf,https://knowledgebank-brri.org/wp-content/uploads/2025/09/brridhan100.pdf
BRRI dhan101,Boro,,135.0,152.0,7.72,8.99,110.0,15-21 Nov,35-40,,False,,False,False,False,False,,"first Boro variety resistant to bacterial leaf blight (Xa21, Xa7, Xa4 genes); mean duration 142 days, between BRRI dhan28 and BRRI dhan58",read from scanned factsheet,wp_content_uploads_2014_02__brridhan101.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/brridhan101.pdf
BRRI dhan102,Boro,2022.0,150.0,150.0,8.1,9.6,103.0,16-30 Nov (haor and low land: 1-7 Nov),35-40,13-28 Apr,False,,False,False,False,False,25.5,"zinc-enriched (25.5 mg/kg, vs 18.2 in BRRI dhan29); 2 days shorter than BRRI dhan29 with higher yield; national release 18 Jan 2022",read from scanned factsheet,wp_content_uploads_2014_02__brridhan102.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/brridhan102.pdf
BRRI dhan103,Aman,2022.0,128.0,133.0,6.2,8.0,125.0,15 Jun-7 Jul,25-30,25 Oct-15 Nov,False,,False,False,False,False,,same duration as BRRI dhan87; long slender export grain; rainfed T.Aman,read from scanned factsheet,wp_content_uploads_2014_02__BRRI-dhan103.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRI-dhan103.pdf
BRRI dhan104,Boro,2022.0,147.0,147.0,7.3,8.7,92.0,15 Nov-4 Dec,35-40,,False,,False,False,False,True,,BRRI's only aromatic basmati-type variety (7.5 mm grain); ~11% more yield than BRRI dhan50; released 26 Dec 2022,read from scanned factsheet,wp_content_uploads_2014_02__BRRI-dhan104.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRI-dhan104.pdf
BRRI dhan105,Boro,2023.0,148.0,148.0,7.6,8.5,101.0,15 Nov-4 Dec,35-40,28 Apr-8 May,False,,False,False,False,False,,low glycaemic index (GI 55; diabetic rice); ~8% more yield than BRRI dhan58; resistant to bacterial leaf blight; released 2 Mar 2023,read from scanned factsheet,wp_content_uploads_2014_02__BRRI-dhan105.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRI-dhan105.pdf
BRRI dhan106,Aus,,117.0,117.0,4.8,5.5,125.0,18-30 Apr,15-20,30 Jul-14 Aug,False,,False,False,False,False,,transplanted Aus for non-saline tidal areas; lodging resistant; 17.4% more yield than BRRI dhan27; approved at the 109th National Seed Board meeting,read from scanned factsheet,wp_content_uploads_2014_02__BRRI-dhan106.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRI-dhan106.pdf
BRRI dhan107,Boro,2024.0,148.0,148.0,8.19,9.57,103.0,16 Nov-5 Dec,35-40,14-28 Apr,False,,False,False,False,False,,"premium extra-long slender grain (7.6 mm), protein 10.02%; ~17.7% more yield than BRRI dhan50; medium-high to high land; released 9 Jan 2024",read from scanned factsheet,wp_content_uploads_2014_02__BRRI-dhan107.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRI-dhan107.pdf
BRRI dhan108,Boro,2024.0,149.0,151.0,8.5,10.0,102.0,18-30 Nov,30-35,,False,,False,False,False,False,,"Zira-like medium slender grain, alternative to Zira in the north; 1.0-1.5 t/ha more than BRRI dhan100; lodging resistant; released 9 Jan 2024",read from scanned factsheet,wp_content_uploads_2014_02__BRRI-dhan108.pdf,https://knowledgebank-brri.org/wp-content/uploads/2014/02/BRRI-dhan108.pdf
BRRI dhan109,Aman,2025.0,147.0,160.0,5.0,6.5,128.0,1-15 Jul,35-40,7-14 Dec,False,,False,False,False,False,,long-duration Aman for tidal and flood-prone areas; ~21% more yield than BRRI dhan44 at similar duration; released 11 Mar 2025,read from scanned factsheet,wp_content_uploads_2025_09__brridhan109.pdf,https://knowledgebank-brri.org/wp-content/uploads/2025/09/brridhan109.pdf
BRRI dhan110,Aman,2025.0,123.0,140.0,5.0,6.65,120.0,1-15 Jul,20-25,,False,,True,False,False,False,,"short-duration flash-flood variety: survives ~3 weeks of submergence (123 days without flood, 140 days after 3 weeks under water); 6.0 t/ha flood-free, 5.0 t/ha flooded; 20.5% more than BINA dhan11; released 11 Mar 2025",read from scanned factsheet,wp_content_uploads_2025_09__brridhan110.pdf,https://knowledgebank-brri.org/wp-content/uploads/2025/09/brridhan110.pdf
BRRI dhan111,Aman,2025.0,146.0,160.0,,,162.0,,,,False,,True,False,False,False,,tall deepwater T.Aman for ~1 m deep flood and tidal low land (coastal tidal zone and haor-beel); stem elongation and moderate submergence tolerance; 2.0-2.2 t/ha more than local deepwater varieties; photoperiod sensitive; stem cuttings give a ratoon crop; released 11 Mar 2025,read from scanned factsheet,wp_content_uploads_2025_09__brridhan111.pdf,https://knowledgebank-brri.org/wp-content/uploads/2025/09/brridhan111.pdf
BRRI dhan112,Aman,2023.0,120.0,125.0,5.1,7.08,105.0,1-30 Jul,25-30,,True,12.0,False,False,False,False,,"salt-tolerant T.Aman: 12 dS/m for 3 weeks at seedling, 8 dS/m at reproductive stage; 4.14-6.12 t/ha with salinity, up to 7.08 on normal land; 1.0-1.5 t/ha more than BRRI dhan73; short duration frees coastal land for sunflower or salt-tolerant mustard",read from scanned factsheet,wp_content_uploads_2025_09__brridhan112.pdf,https://knowledgebank-brri.org/wp-content/uploads/2025/09/brridhan112.pdf
BRRI dhan113,Boro,2025.0,143.0,143.0,8.15,10.1,105.0,15 Nov-4 Dec,30-35,15-30 Apr,False,,False,False,False,False,,~11.5% more yield than BRRI dhan88; strong stem; medium-high to high land; released 14 May 2025,read from scanned factsheet,wp_content_uploads_2025_09__brridhan113.pdf,https://knowledgebank-brri.org/wp-content/uploads/2025/09/brridhan113.pdf
BRRI dhan114,Boro,,134.0,165.0,7.76,10.23,108.0,1-15 Nov,35-40,18 Apr-3 May,False,,False,False,False,False,,"blast resistant (Pi9 gene), for blast-prone Boro areas; mean duration 149 days, same as BRRI dhan89; duration varies by region",read from scanned factsheet,wp_content_uploads_2025_09__brridhan114.pdf,https://knowledgebank-brri.org/wp-content/uploads/2025/09/brridhan114.pdf
BRRI dhan115,Boro,2026.0,137.0,142.0,7.4,8.6,100.0,15 Nov-7 Dec,35-40,,False,,False,False,False,False,,first high-yield black rice in Bangladesh; rich in vitamin E and antioxidants; transplant 25 Dec-15 Jan,read from scanned factsheet,wp_content_uploads_2026_03__BRRI-dhan115.pdf,https://knowledgebank-brri.org/wp-content/uploads/2026/03/BRRI-dhan115.pdf
BRRI dhan116,Boro,2026.0,154.0,154.0,8.59,10.4,108.0,1-15 Nov,40-45,,False,,False,False,False,False,,~13.8% more yield than BRRI dhan92; strong stem; medium-high to high land; released 5 Feb 2026,read from scanned factsheet,wp_content_uploads_2026_03__BRRI-dhan116.pdf,https://knowledgebank-brri.org/wp-content/uploads/2026/03/BRRI-dhan116.pdf
BRRI dhan117,Boro,2025.0,130.0,135.0,7.85,9.9,110.0,,,,True,14.0,False,False,False,False,,"salt tolerant: 12-14 dS/m for 3 weeks at seedling, 10 dS/m at reproductive stage (whole-cycle tolerance); blast resistant; lodging tolerant; same duration as BRRI dhan88; recommended for release by the national technical committee in 2025",read from scanned factsheet,wp_content_uploads_2026_03__BRRI-dhan117.pdf,https://knowledgebank-brri.org/wp-content/uploads/2026/03/BRRI-dhan117.pdf
BRRI dhan118,Boro,2026.0,145.0,157.0,6.77,8.5,100.0,25 Oct-1 Nov (haor early) or 15-20 Nov,,,False,,False,False,True,False,,"cold tolerant at reproductive stage, for haor areas (Kishoreganj, Habiganj, Netrokona, Sunamganj): sown early it still gives ~6.0 t/ha below 20 degC and escapes the pre-harvest flash flood; 150-157 days in cold years; 22.8% more than BRRI dhan28; released 5 Feb 2026",read from scanned factsheet,wp_content_uploads_2026_03__BRRI-dhan118.pdf,https://knowledgebank-brri.org/wp-content/uploads/2026/03/BRRI-dhan118.pdf
