region,rank_in_region,pattern,upazila,area_ha,pct_upazila_nca,pct_of_pattern_in_region,source,adm3_name,district,lat,lon
Dhaka,1,Boro-Fallow-Fallow,Araihazar,3100.0,23.18,2.83,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Araihazar,Narayanganj,23.761,90.6689
Dhaka,1,Boro-Fallow-Fallow,Dohar,2900.0,47.29,2.65,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Dohar,Dhaka,23.6009,90.1093
Dhaka,1,Boro-Fallow-Fallow,Lohajang,2700.0,32.49,2.47,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Lohajang,Munshiganj,23.4706,90.3413
Dhaka,1,Boro-Fallow-Fallow,Tangail,2500.0,12.45,2.28,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Tangail Sadar,Tangail,24.2564,89.8661
Dhaka,1,Boro-Fallow-Fallow,Gazaria,2400.0,39.09,2.19,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Gazaria,Munshiganj,23.5472,90.6297
Dhaka,1,Boro-Fallow-Fallow,Bandar,2100.0,60.34,1.92,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Bandar,Narayanganj,23.6377,90.5378
Dhaka,1,Boro-Fallow-Fallow,Shibalaya,1900.0,16.38,1.73,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Shibalaya,Manikganj,23.8383,89.8102
Dhaka,1,Boro-Fallow-Fallow,Gopalpur,1600.0,10.77,1.46,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Gopalpur,Tangail,24.572,89.9036
Dhaka,1,Boro-Fallow-Fallow,Daulatpur,1450.0,10.18,1.32,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Daulatpur,Manikganj,23.9558,89.7977
Dhaka,1,Boro-Fallow-Fallow,Mirzapur,1300.0,4.83,1.19,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Mirzapur,Tangail,24.1159,90.1072
Dhaka,1,Boro-Fallow-Fallow,Serajdikhan,1200.0,8.74,1.1,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Serajdikhan,Munshiganj,23.5978,90.3563
Dhaka,1,Boro-Fallow-Fallow,Bsail,1200.0,9.35,1.1,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Basail,Tangail,24.2311,90.0394
Dhaka,1,Boro-Fallow-Fallow,Keraniganj,1150.0,12.33,1.05,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Keraniganj,Dhaka,23.6935,90.3443
Dhaka,1,Boro-Fallow-Fallow,Shibpur,900.0,7.36,0.82,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Shibpur,Narsingdi,24.026,90.7454
Dhaka,1,Boro-Fallow-Fallow,Palash,800.0,16.23,0.73,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Palash,Narsingdi,23.9538,90.6494
Dhaka,1,Boro-Fallow-Fallow,Bhuanpur,800.0,5.03,0.73,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Bhuapur,Tangail,24.4767,89.8143
Dhaka,1,Boro-Fallow-Fallow,Harirampur,600.0,4.2,0.55,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Harirampur,Manikganj,23.7242,89.9478
Dhaka,1,Boro-Fallow-Fallow,Munsiganj,600.0,5.39,0.55,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",,,,
Dhaka,1,Boro-Fallow-Fallow,Ghior,550.0,5.3,0.5,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Ghior,Manikganj,23.8732,89.9046
Dhaka,1,Boro-Fallow-Fallow,Dhamrai,500.0,2.25,0.46,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Dhamrai,Dhaka,23.9371,90.1414
Dhaka,1,Boro-Fallow-Fallow,Belabo,500.0,5.71,0.46,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Belabo,Narsingdi,24.0986,90.8493
Dhaka,1,Boro-Fallow-Fallow,Dhanbari,500.0,4.55,0.46,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Dhanbari,Tangail,24.6867,89.9333
Dhaka,1,Boro-Fallow-Fallow,Ghatail,500.0,1.69,0.46,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Ghatail,Tangail,24.4735,90.0516
Dhaka,1,Boro-Fallow-Fallow,Shakhipur,500.0,2.28,0.46,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Sakhipur,Tangail,24.3066,90.1728
Dhaka,1,Boro-Fallow-Fallow,Monohardi,400.0,3.39,0.37,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Manohardi,Narsingdi,24.1607,90.7304
Dhaka,1,Boro-Fallow-Fallow,Saturia,350.0,3.7,0.32,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Saturia,Manikganj,23.9575,90.0016
Dhaka,1,Boro-Fallow-Fallow,Narayanganj,300.0,8.29,0.27,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Narayanganj Sadar,Narayanganj,23.6275,90.4811
Dhaka,1,Boro-Fallow-Fallow,Manikganj,230.0,1.34,0.21,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Manikganj Sadar,Manikganj,23.8357,90.0305
Dhaka,1,Boro-Fallow-Fallow,Tungbari,200.0,1.98,0.18,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Tongibari,Munshiganj,23.4761,90.4527
Dhaka,1,Boro-Fallow-Fallow,Singair,100.0,0.62,0.09,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Singair,Manikganj,23.7834,90.1543
Dhaka,1,Boro-Fallow-Fallow,Madhupur,50.0,0.2,0.05,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Madhupur,Tangail,24.6502,90.0602
Dhaka,1,Mustard-Boro-Fallow,Manikganj,6100.0,35.42,11.89,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Manikganj Sadar,Manikganj,23.8357,90.0305
Dhaka,1,Mustard-Boro-Fallow,Mirzapur,5100.0,18.97,9.94,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Mirzapur,Tangail,24.1159,90.1072
Dhaka,1,Mustard-Boro-Fallow,Ghior,4300.0,41.44,8.38,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Ghior,Manikganj,23.8732,89.9046
Dhaka,1,Mustard-Boro-Fallow,Nagarpur,4300.0,20.04,8.38,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Nagarpur,Tangail,24.0477,89.8742
Dhaka,1,Mustard-Boro-Fallow,Dhamrai,3700.0,16.65,7.21,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Dhamrai,Dhaka,23.9371,90.1414
Dhaka,1,Mustard-Boro-Fallow,Singair,3350.0,20.64,6.53,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Singair,Manikganj,23.7834,90.1543
Dhaka,1,Mustard-Boro-Fallow,Daulatpur,3000.0,21.07,5.85,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Daulatpur,Manikganj,23.9558,89.7977
Dhaka,1,Mustard-Boro-Fallow,Harirampur,2900.0,20.29,5.65,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Harirampur,Manikganj,23.7242,89.9478
Dhaka,1,Mustard-Boro-Fallow,Bsail,2800.0,21.81,5.46,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Basail,Tangail,24.2311,90.0394
Dhaka,1,Mustard-Boro-Fallow,Nawabganj,2700.0,16.54,5.26,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Nawabganj,Dhaka,23.6735,90.1608
Dhaka,1,Mustard-Boro-Fallow,Tangail,2600.0,12.95,5.07,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Tangail Sadar,Tangail,24.2564,89.8661
Dhaka,1,Mustard-Boro-Fallow,Serajdikhan,1500.0,10.92,2.92,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Serajdikhan,Munshiganj,23.5978,90.3563
Dhaka,1,Mustard-Boro-Fallow,Keraniganj,1400.0,15.01,2.73,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Keraniganj,Dhaka,23.6935,90.3443
Dhaka,1,Mustard-Boro-Fallow,Kaliakair,1400.0,10.49,2.73,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Kaliakair,Gazipur,24.1033,90.2645
Dhaka,1,Mustard-Boro-Fallow,Shibalaya,800.0,6.9,1.56,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Shibalaya,Manikganj,23.8383,89.8102
Dhaka,1,Mustard-Boro-Fallow,Savar,700.0,4.94,1.36,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Savar,Dhaka,23.8811,90.2807
Dhaka,1,Mustard-Boro-Fallow,Delduar,700.0,5.33,1.36,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Delduar,Tangail,24.142,89.9377
Dhaka,1,Mustard-Boro-Fallow,Bandar,500.0,14.37,0.97,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Bandar,Narayanganj,23.6377,90.5378
Dhaka,1,Mustard-Boro-Fallow,Sonargaon,500.0,5.61,0.97,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Sonargaon,Narayanganj,23.6756,90.5933
Dhaka,1,Mustard-Boro-Fallow,Narsingdi,500.0,4.26,0.97,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Narsingdi Sadar,Narsingdi,23.8667,90.7082
Dhaka,1,Mustard-Boro-Fallow,Kalihati,450.0,2.17,0.88,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Kalihati,Tangail,24.36,89.9448
Dhaka,1,Mustard-Boro-Fallow,Sreenagar,350.0,2.82,0.68,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Sreenagar,Munshiganj,23.547,90.2632
Dhaka,1,Mustard-Boro-Fallow,Gazaria,300.0,4.89,0.58,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Gazaria,Munshiganj,23.5472,90.6297
Dhaka,1,Mustard-Boro-Fallow,Araihazar,300.0,2.24,0.58,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Araihazar,Narayanganj,23.761,90.6689
Dhaka,1,Mustard-Boro-Fallow,Rupganj,300.0,2.91,0.58,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Rupganj,Narayanganj,23.8128,90.5388
Dhaka,1,Mustard-Boro-Fallow,Shakhipur,300.0,1.37,0.58,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Sakhipur,Tangail,24.3066,90.1728
Dhaka,1,Mustard-Boro-Fallow,Dohar,150.0,2.45,0.29,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Dohar,Dhaka,23.6009,90.1093
Dhaka,1,Mustard-Boro-Fallow,Lohajang,150.0,1.81,0.29,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Lohajang,Munshiganj,23.4706,90.3413
Dhaka,1,Mustard-Boro-Fallow,Tungibari,70.0,0.69,0.14,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Tongibari,Munshiganj,23.4761,90.4527
Dhaka,1,Mustard-Boro-Fallow,Kapasia,50.0,0.25,0.1,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Kapasia,Gazipur,24.1472,90.5999
Dhaka,1,Mustard-Boro-Fallow,Shibpur,30.0,0.25,0.06,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Shibpur,Narsingdi,24.026,90.7454
Dhaka,1,Boro-B. Aman,Mirzapur,6000.0,22.31,14.98,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Mirzapur,Tangail,24.1159,90.1072
Dhaka,1,Boro-B. Aman,Dhamrai,5600.0,25.2,13.98,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Dhamrai,Dhaka,23.9371,90.1414
Dhaka,1,Boro-B. Aman,Nagarpur,5500.0,25.63,13.73,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Nagarpur,Tangail,24.0477,89.8742
Dhaka,1,Boro-B. Aman,Kalihati,4000.0,19.27,9.99,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Kalihati,Tangail,24.36,89.9448
Dhaka,1,Boro-B. Aman,Delduar,3600.0,27.42,8.99,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Delduar,Tangail,24.142,89.9377
Dhaka,1,Boro-B. Aman,Araihazar,3100.0,23.18,7.74,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Araihazar,Narayanganj,23.761,90.6689
Dhaka,1,Boro-B. Aman,Bsail,2500.0,19.47,6.24,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Basail,Tangail,24.2311,90.0394
Dhaka,1,Boro-B. Aman,Tangail,1600.0,7.97,4.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Tangail Sadar,Tangail,24.2564,89.8661
Dhaka,1,Boro-B. Aman,Ghatail,1500.0,5.08,3.75,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Ghatail,Tangail,24.4735,90.0516
Dhaka,1,Boro-B. Aman,Saturia,1400.0,14.8,3.5,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Saturia,Manikganj,23.9575,90.0016
Dhaka,1,Boro-B. Aman,Bhuanpur,1150.0,7.23,2.87,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Bhuapur,Tangail,24.4767,89.8143
Dhaka,1,Boro-B. Aman,Kapasia,700.0,3.56,1.75,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Kapasia,Gazipur,24.1472,90.5999
Dhaka,1,Boro-B. Aman,Manikganj,500.0,2.9,1.25,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Manikganj Sadar,Manikganj,23.8357,90.0305
Dhaka,1,Boro-B. Aman,Raipur,500.0,2.19,1.25,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",,,,
Dhaka,1,Boro-B. Aman,Shakhipur,500.0,2.28,1.25,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Sakhipur,Tangail,24.3066,90.1728
Dhaka,1,Boro-B. Aman,Keraniganj,470.0,5.04,1.17,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Keraniganj,Dhaka,23.6935,90.3443
Dhaka,1,Boro-B. Aman,Serajdikhan,400.0,2.91,1.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Serajdikhan,Munshiganj,23.5978,90.3563
Dhaka,1,Boro-B. Aman,Sonargaon,400.0,4.49,1.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Sonargaon,Narayanganj,23.6756,90.5933
Dhaka,1,Boro-B. Aman,Nawabganj,200.0,1.23,0.5,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Nawabganj,Dhaka,23.6735,90.1608
Dhaka,1,Boro-B. Aman,Kaliakair,100.0,0.75,0.25,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Kaliakair,Gazipur,24.1033,90.2645
Dhaka,1,Boro-B. Aman,Bandar,100.0,2.87,0.25,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Bandar,Narayanganj,23.6377,90.5378
Dhaka,1,Boro-B. Aman,Rupganj,100.0,0.97,0.25,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Rupganj,Narayanganj,23.8128,90.5388
Dhaka,1,Boro-B. Aman,Kaliganj,80.0,0.64,0.2,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Kaliganj,Gazipur,23.9642,90.5549
Dhaka,1,Boro-B. Aman,Gopalpur,50.0,0.34,0.12,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Gopalpur,Tangail,24.572,89.9036
Dhaka,1,Mustard-Boro-B. Aman,Shibalaya,4300.0,37.07,16.17,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Shibalaya,Manikganj,23.8383,89.8102
Dhaka,1,Mustard-Boro-B. Aman,Singair,3800.0,23.41,14.29,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Singair,Manikganj,23.7834,90.1543
Dhaka,1,Mustard-Boro-B. Aman,Bsail,2900.0,22.59,10.9,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Basail,Tangail,24.2311,90.0394
Dhaka,1,Mustard-Boro-B. Aman,Nagarpur,2400.0,11.18,9.02,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Nagarpur,Tangail,24.0477,89.8742
Dhaka,1,Mustard-Boro-B. Aman,Daulatpur,1900.0,13.34,7.14,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Daulatpur,Manikganj,23.9558,89.7977
Dhaka,1,Mustard-Boro-B. Aman,Mirzapur,1900.0,7.07,7.14,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Mirzapur,Tangail,24.1159,90.1072
Dhaka,1,Mustard-Boro-B. Aman,Ghior,1300.0,12.53,4.89,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Ghior,Manikganj,23.8732,89.9046
Dhaka,1,Mustard-Boro-B. Aman,Manikganj,1300.0,7.55,4.89,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Manikganj Sadar,Manikganj,23.8357,90.0305
Dhaka,1,Mustard-Boro-B. Aman,Narsingdi,1000.0,8.52,3.76,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Narsingdi Sadar,Narsingdi,23.8667,90.7082
Dhaka,1,Mustard-Boro-B. Aman,Nawabganj,800.0,4.9,3.01,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Nawabganj,Dhaka,23.6735,90.1608
Dhaka,1,Mustard-Boro-B. Aman,Delduar,800.0,6.09,3.01,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Delduar,Tangail,24.142,89.9377
Dhaka,1,Mustard-Boro-B. Aman,Tangail,750.0,3.74,2.82,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Tangail Sadar,Tangail,24.2564,89.8661
Dhaka,1,Mustard-Boro-B. Aman,Harirampur,700.0,4.9,2.63,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Harirampur,Manikganj,23.7242,89.9478
Dhaka,1,Mustard-Boro-B. Aman,Araihazar,700.0,5.23,2.63,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Araihazar,Narayanganj,23.761,90.6689
Dhaka,1,Mustard-Boro-B. Aman,Kalihati,600.0,2.89,2.26,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Kalihati,Tangail,24.36,89.9448
Dhaka,1,Mustard-Boro-B. Aman,Gopalpur,500.0,3.36,1.88,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Gopalpur,Tangail,24.572,89.9036
Dhaka,1,Mustard-Boro-B. Aman,Keraniganj,400.0,4.29,1.5,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Keraniganj,Dhaka,23.6935,90.3443
Dhaka,1,Mustard-Boro-B. Aman,Serajdikhan,300.0,2.18,1.13,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Serajdikhan,Munshiganj,23.5978,90.3563
Dhaka,1,Mustard-Boro-B. Aman,Dohar,100.0,1.63,0.38,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Dohar,Dhaka,23.6009,90.1093
